,Message,Label
4628,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
2782,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0
2173,Yavnt tried yet and never played original either,0
1615,Me sef dey laugh you. Meanwhile how's my darling anjie!,0
2388,Also where's the piece,0
1266,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
5467,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1
3744,"Nah, Wednesday. When should I bring the mini cheetos bag over?",0
5361,Yep get with the program. You're slacking.,0
2999,No b4 Thursday,0
3348,No problem baby. Is this is a good time to talk? I called and left a message.,0
3959,So i could kiss and feel you next to me...,0
4185,I just really need shit before tomorrow and I know you won't be awake before like 6,0
4393,what are your new years plans?,0
3699,S:)but he had some luck.2 catches put down:),0
5571,Rofl. Its true to its name,0
25,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0
3473,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0
5437,Am slow in using biola's fne,0
1225,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
4436,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,1
5335,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0
131,I'm home.,0
5446,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0
3169,Ugh hopefully the asus ppl dont randomly do a reformat.,0
5555,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0
5092,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0
4379,"Doing nothing, then u not having dinner w us?",0
3029,You have got tallent but you are wasting.,0
1426,I'll be at mu in like  &lt;#&gt;  seconds,0
4210,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0
2314,So what do you guys do.,0
2337,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,0
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0
906,Hey what's up charles sorry about the late reply.,0
4052,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",0
730,Dunno y u ask me.,0
4759,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
288,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0
1045,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1
5362,I'm in inside office..still filling forms.don know when they leave me.,0
647,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0
2785,"K, wat s tht incident?",0
4946,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0
3138,You're right I have now that I think about it,0
2060,He didn't see his shadow. We get an early spring yay,0
41,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
749,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0
3503,I will come to ur home now,0
3949,I like to think there's always the possibility of being in a pub later.,0
2746,R ü going 4 today's meeting?,0
950,Is that what time you want me to come?,0
1242,"I want to show you the world, princess :) how about europe?",0
3130,"Haha better late than ever, any way I could swing by?",0
5387,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0
3586,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
4711,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0
2965,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1
3641,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0
4515,"Sure, whenever you show the fuck up &gt;:(",0
1778,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1
1610,You all ready for * big day tomorrow?,0
1899,Wat would u like 4 ur birthday?,0
5366,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,1
3937,They r giving a second chance to rahul dengra.,0
2827,Ok lor...,0
4170,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0
2943,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0
4454,Or I guess  &lt;#&gt;  min,0
4072,I've reached home n i bathe liao... U can call me now...,0
3146,I.ll get there tomorrow and send it to you,0
3886,Like a personal sized or what,0
345,My sister cleared two round in birla soft yesterday.,0
898,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0
5523,Going to join tomorrow.,0
4866,I'm really sorry I lit your hair on fire,0
2176,I'm at work. Please call,0
3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0
3212,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0
979,Hey you can pay. With salary de. Only  &lt;#&gt; .,0
5171,Oh k. . I will come tomorrow,0
2642,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
2073,That is wondarfull song,0
202,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0
1192,Come to my home for one last time i wont do anything. Trust me.,0
2377,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0
2288,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0
692,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0
664,Leave it de:-). Start Prepare for next:-)..,0
1629,Yes princess! I want to make you happy...,0
5271,So u wan 2 come for our dinner tonight a not?,0
4559,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0
1295,Aiyah u did ok already lar. E nydc at wheellock?,0
5177,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0
777,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0
341,Ok that's great thanx a lot.,0
4514,Money i have won wining number 946 wot do i do next,1
4409,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0
4221,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,0
794,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0
221,Ok no prob. Take ur time.,0
13,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0
594,You still at grand prix?,0
5125,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0
4187,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0
4993,I'm hungry buy smth home...,0
4744,I am in hospital da. . I will return home in evening,0
3043,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
2859,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0
5155,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0
366,Well i know Z will take care of me. So no worries.,0
338,Just sleeping..and surfing,0
336,"Ta-Daaaaa! I am home babe, are you still up ?",0
5331,X course it 2yrs. Just so her messages on messenger lik you r sending me,0
2682,I'm on da bus going home...,0
4233,I'm at home. Please call,0
1130,"So check your errors and if you had difficulties, do correction.",0
1092,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
4037,How are you holding up?,0
1671,Lmao!nice 1,0
4087,Lemme know when you're here,0
139,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1
927,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0
2143,You see the requirements please,0
4760,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1
3446,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0
481,"Almost there, see u in a sec",0
1729,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
3852,We have all rounder:)so not required:),0
3437,If india win or level series means this is record:),0
5554,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0
3343,You will go to walmart. I.ll stay.,0
4070,Hope youre not having too much fun without me!! see u tomorrow love jess x,0
31,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0
4776,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
4707,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0
4244,Okie...,0
914,Ok lor but not too early. Me still having project meeting now.,0
3081,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0
206,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0
1887,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
4788,Ü thk of wat to eat tonight.,0
2867,Smith waste da.i wanna gayle.,0
3190,X2  &lt;#&gt; . Are you going to get that,0
1028,Are you not around or just still asleep? :V,0
3139,Wat r u doing now?,0
3012,"Hm good morning, headache anyone? :-)",0
4683,"Haha yeah, 2 oz is kind of a shitload",0
1761,Nt yet chikku..simple habba..hw abt u?,0
1069,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
4166,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1
793,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0
